"rok","hodnota","jednotka","druh_vydaje","slozka_ochrany_zp","dotovana_cinnost"
2009,"1671540","Kč","kapitálové","Ochrana vody","Odvádění a čištění odpadních vod  j.n."
2009,"187750","Kč","kapitálové","Ochrana vody","Úprava drobných vodních toků"
2009,"108153140","Kč","kapitálové","Ochrana ovzduší","Programy zateplování a úspor energie"
2009,"0","Kč","kapitálové","Ochrana ovzduší","Odstraňování tuhých emisí"
2009,"454000","Kč","kapitálové","Ochrana ovzduší","Odstraňování plynných emisí"
2009,"11712480","Kč","kapitálové","Ochrana ovzduší","Změny technologií vytápění"
2009,"227942470","Kč","kapitálové","Ochrana ovzduší","Opatření ke snižování produkce skleníkových plynů"
2009,"4847000","Kč","kapitálové","Ochrana ovzduší","Změny výrobních technologií za účelem odstranění emisí"
2009,"20660","Kč","kapitálové","Ochrana ovzduší","Monitoring ochrany ovzduší"
2009,"1217240","Kč","kapitálové","Ochrana ovzduší","Ostatní činnosti k ochraně ovzduší j.n."
2009,"0","Kč","kapitálové","Nakládání s odpady","Sběr a zpracování druhotných surovin"
2009,"1469030","Kč","kapitálové","Nakládání s odpady","Sběr a svoz nebezpečných odpadů"
2009,"13137060","Kč","kapitálové","Nakládání s odpady","Sběr a svoz komunálních odpadů"
2009,"3013910","Kč","kapitálové","Nakládání s odpady","Sběr a svoz ostatních odpadů"
2009,"523150","Kč","kapitálové","Nakládání s odpady","Využívání a zneškodnování nebezpečných odpadů"
2009,"28374410","Kč","kapitálové","Nakládání s odpady","Využívání a zneškodňování komunálních odpadů"
2009,"33859400","Kč","kapitálové","Nakládání s odpady","Využívání a zneškodnování ostatních odpadů"
2009,"16190","Kč","kapitálové","Nakládání s odpady","Prevence vzniku odpadů"
2009,"0","Kč","kapitálové","Nakládání s odpady","Monitoring nakládání s odpady"
2009,"23312270","Kč","kapitálové","Nakládání s odpady","Ostatní nakládání s odpady j.n."
2009,"333210","Kč","kapitálové","Ochrana půdy a podzemní vody","Protierozní ochrana"
2009,"0","Kč","kapitálové","Ochrana půdy a podzemní vody","Ochrana půdy a podzemní vody proti znečišťujícím infiltracím"
2009,"0","Kč","kapitálové","Ochrana půdy a podzemní vody","Dekontaminace půd a čištění podzemní vody"
2009,"0","Kč","kapitálové","Ochrana půdy a podzemní vody","Monitoring půdy a podzemní vody"
2009,"0","Kč","kapitálové","Ochrana půdy a podzemní vody","Ostatní ochrana půdy a podzemní vody j.n."
2009,"200106270","Kč","kapitálové","Ochrana biodiverzity a krajiny","Celospolečenské funkce lesů"
2009,"836880","Kč","kapitálové","Ochrana biodiverzity a krajiny","Revitalizace říčních systémů"
2009,"230950","Kč","kapitálové","Ochrana biodiverzity a krajiny","Ochrana druhů a stanovišť"
2009,"76014270","Kč","kapitálové","Ochrana biodiverzity a krajiny","Chráněné části přírody"
2009,"8994230","Kč","kapitálové","Ochrana biodiverzity a krajiny","Rekultivace půdy v důsledku těžební a důlní činnosti"
2009,"0","Kč","kapitálové","Ochrana biodiverzity a krajiny","Protierozní, protilavinová a protipožární ochrana"
2009,"2897840","Kč","kapitálové","Ochrana biodiverzity a krajiny","Péče o vzhled obcí a veřejnou zeleň"
2009,"72587710","Kč","kapitálové","Ochrana biodiverzity a krajiny","Ostatní činnosti k ochraně přírody a krajiny j.n."
2009,"0","Kč","kapitálové","Redukce působení fyzikálních faktorů","Konstrukce a uplatnění protihlukových zařízení"
2009,"0","Kč","kapitálové","Redukce působení fyzikálních faktorů","Protiradonová opatření"
2009,"0","Kč","kapitálové","Redukce působení fyzikálních faktorů","Přeprava a nakládání s vysoce radioaktivním odpadem"
2009,"0","Kč","kapitálové","Redukce působení fyzikálních faktorů","Monitoring k zajišťování úrovně fyzikálních faktorů"
2009,"0","Kč","kapitálové","Redukce působení fyzikálních faktorů","Ostatní činnosti k redukci fyzikálních vlivů"
2009,"16304060","Kč","kapitálové","Správa v ochraně životního prostředí","Ústřední státní správa v ochraně životního prostředí"
2009,"0","Kč","kapitálové","Správa v ochraně životního prostředí","Ostatní orgány státní správy v ochraně životního prostředí"
2009,"38238690","Kč","kapitálové","Správa v ochraně životního prostředí","Ostatní správa v ekologii"
2009,"0","Kč","kapitálové","Výzkum životního prostředí","Výzkum životního prostředí"
2009,"0","Kč","kapitálové","Ostatní činnosti v ekologii","Mezinárodní spolupráce v životním prostředí"
2009,"21193920","Kč","kapitálové","Ostatní činnosti v ekologii","Ekologická výchova a osvěta"
2009,"0","Kč","kapitálové","Ostatní činnosti v ekologii","Ekologické programy v dopravě"
2009,"0","Kč","kapitálové","Ostatní činnosti v ekologii","Ekologické záležitosti a programy j.n."
2010,"383060","Kč","běžné","Ochrana vody","Odvádění a čištění odpadních vod, kaly"
2010,"0","Kč","běžné","Ochrana vody","Prevence znečišťování vody"
2010,"0","Kč","běžné","Ochrana vody","Odvádění a čištění odpadních vod  j.n."
2010,"0","Kč","běžné","Ochrana vody","Úprava drobných vodních toků"
2010,"413180","Kč","běžné","Ochrana ovzduší","Programy zateplování a úspor energie"
2010,"0","Kč","běžné","Ochrana ovzduší","Odstraňování tuhých emisí"
2010,"0","Kč","běžné","Ochrana ovzduší","Odstraňování plynných emisí"
2010,"0","Kč","běžné","Ochrana ovzduší","Změny technologií vytápění"
2010,"364000","Kč","běžné","Ochrana ovzduší","Opatření ke snižování produkce skleníkových plynů"
2010,"0","Kč","běžné","Ochrana ovzduší","Změny výrobních technologií za účelem odstranění emisí"
2010,"0","Kč","běžné","Ochrana ovzduší","Monitoring ochrany ovzduší"
2010,"14000","Kč","běžné","Ochrana ovzduší","Ostatní činnosti k ochraně ovzduší j.n."
2010,"0","Kč","běžné","Nakládání s odpady","Sběr a zpracování druhotných surovin"
2010,"9750","Kč","běžné","Nakládání s odpady","Sběr a svoz nebezpečných odpadů"
2010,"527140","Kč","běžné","Nakládání s odpady","Sběr a svoz komunálních odpadů"
2010,"44730","Kč","běžné","Nakládání s odpady","Sběr a svoz ostatních odpadů"
2010,"15187600","Kč","běžné","Nakládání s odpady","Využívání a zneškodnování nebezpečných odpadů"
2010,"157930","Kč","běžné","Nakládání s odpady","Využívání a zneškodňování komunálních odpadů"
2010,"123630","Kč","běžné","Nakládání s odpady","Využívání a zneškodnování ostatních odpadů"
2010,"0","Kč","běžné","Nakládání s odpady","Prevence vzniku odpadů"
2010,"0","Kč","běžné","Nakládání s odpady","Monitoring nakládání s odpady"
2010,"114230","Kč","běžné","Nakládání s odpady","Ostatní nakládání s odpady j.n."
2010,"6330","Kč","běžné","Ochrana půdy a podzemní vody","Protierozní ochrana"
2010,"390","Kč","běžné","Ochrana půdy a podzemní vody","Ochrana půdy a podzemní vody proti znečišťujícím infiltracím"
2010,"0","Kč","běžné","Ochrana půdy a podzemní vody","Dekontaminace půd a čištění podzemní vody"
2010,"0","Kč","běžné","Ochrana půdy a podzemní vody","Monitoring půdy a podzemní vody"
2010,"0","Kč","běžné","Ochrana půdy a podzemní vody","Ostatní ochrana půdy a podzemní vody j.n."
2010,"198717850","Kč","běžné","Ochrana biodiverzity a krajiny","Celospolečenské funkce lesů"
2010,"0","Kč","běžné","Ochrana biodiverzity a krajiny","Revitalizace říčních systémů"
2010,"4291190","Kč","běžné","Ochrana biodiverzity a krajiny","Ochrana druhů a stanovišť"
2010,"61210900","Kč","běžné","Ochrana biodiverzity a krajiny","Chráněné části přírody"
2010,"57550","Kč","běžné","Ochrana biodiverzity a krajiny","Rekultivace půdy v důsledku těžební a důlní činnosti"
2010,"0","Kč","běžné","Ochrana biodiverzity a krajiny","Protierozní, protilavinová a protipožární ochrana"
2010,"11925870","Kč","běžné","Ochrana biodiverzity a krajiny","Péče o vzhled obcí a veřejnou zeleň"
2010,"34968580","Kč","běžné","Ochrana biodiverzity a krajiny","Ostatní činnosti k ochraně přírody a krajiny j.n."
2010,"0","Kč","běžné","Redukce působení fyzikálních faktorů","Konstrukce a uplatnění protihlukových zařízení"
2010,"0","Kč","běžné","Redukce působení fyzikálních faktorů","Protiradonová opatření"
2010,"0","Kč","běžné","Redukce působení fyzikálních faktorů","Přeprava a nakládání s vysoce radioaktivním odpadem"
2010,"0","Kč","běžné","Redukce působení fyzikálních faktorů","Monitoring k zajišťování úrovně fyzikálních faktorů"
2010,"0","Kč","běžné","Redukce působení fyzikálních faktorů","Ostatní činnosti k redukci fyzikálních vlivů"
2010,"0","Kč","běžné","Správa v ochraně životního prostředí","Ústřední státní správa v ochraně životního prostředí"
2010,"0","Kč","běžné","Správa v ochraně životního prostředí","Ostatní orgány státní správy v ochraně životního prostředí"
2010,"661506730","Kč","běžné","Správa v ochraně životního prostředí","Ostatní správa v ekologii"
2010,"0","Kč","běžné","Výzkum životního prostředí","Výzkum životního prostředí"
2010,"0","Kč","běžné","Ostatní činnosti v ekologii","Mezinárodní spolupráce v životním prostředí"
2010,"67184520","Kč","běžné","Ostatní činnosti v ekologii","Ekologická výchova a osvěta"
2010,"0","Kč","běžné","Ostatní činnosti v ekologii","Ekologické programy v dopravě"
2010,"917930","Kč","běžné","Ostatní činnosti v ekologii","Ekologické záležitosti a programy j.n."
2010,"499778270","Kč","kapitálové","Ochrana vody","Odvádění a čištění odpadních vod, kaly"
2010,"0","Kč","kapitálové","Ochrana vody","Prevence znečišťování vody"
2010,"8702350","Kč","kapitálové","Ochrana vody","Odvádění a čištění odpadních vod  j.n."
2010,"774590","Kč","kapitálové","Ochrana vody","Úprava drobných vodních toků"
2010,"120110880","Kč","kapitálové","Ochrana ovzduší","Programy zateplování a úspor energie"
2010,"0","Kč","kapitálové","Ochrana ovzduší","Odstraňování tuhých emisí"
2010,"0","Kč","kapitálové","Ochrana ovzduší","Odstraňování plynných emisí"
2010,"680719790","Kč","kapitálové","Ochrana ovzduší","Změny technologií vytápění"
2010,"1348985940","Kč","kapitálové","Ochrana ovzduší","Opatření ke snižování produkce skleníkových plynů"
2010,"572800","Kč","kapitálové","Ochrana ovzduší","Změny výrobních technologií za účelem odstranění emisí"
2010,"72000","Kč","kapitálové","Ochrana ovzduší","Monitoring ochrany ovzduší"
2010,"2775760","Kč","kapitálové","Ochrana ovzduší","Ostatní činnosti k ochraně ovzduší j.n."
2010,"0","Kč","kapitálové","Nakládání s odpady","Sběr a zpracování druhotných surovin"
2010,"953300","Kč","kapitálové","Nakládání s odpady","Sběr a svoz nebezpečných odpadů"
2010,"32845100","Kč","kapitálové","Nakládání s odpady","Sběr a svoz komunálních odpadů"
2010,"5283440","Kč","kapitálové","Nakládání s odpady","Sběr a svoz ostatních odpadů"
2010,"3712760","Kč","kapitálové","Nakládání s odpady","Využívání a zneškodnování nebezpečných odpadů"
2010,"39316770","Kč","kapitálové","Nakládání s odpady","Využívání a zneškodňování komunálních odpadů"
2010,"88527840","Kč","kapitálové","Nakládání s odpady","Využívání a zneškodnování ostatních odpadů"
2010,"0","Kč","kapitálové","Nakládání s odpady","Prevence vzniku odpadů"
2010,"0","Kč","kapitálové","Nakládání s odpady","Monitoring nakládání s odpady"
2010,"25386250","Kč","kapitálové","Nakládání s odpady","Ostatní nakládání s odpady j.n."
2010,"267180","Kč","kapitálové","Ochrana půdy a podzemní vody","Protierozní ochrana"
2010,"731800","Kč","kapitálové","Ochrana půdy a podzemní vody","Ochrana půdy a podzemní vody proti znečišťujícím infiltracím"
2010,"0","Kč","kapitálové","Ochrana půdy a podzemní vody","Dekontaminace půd a čištění podzemní vody"
2010,"0","Kč","kapitálové","Ochrana půdy a podzemní vody","Monitoring půdy a podzemní vody"
2010,"0","Kč","kapitálové","Ochrana půdy a podzemní vody","Ostatní ochrana půdy a podzemní vody j.n."
2010,"259543270","Kč","kapitálové","Ochrana biodiverzity a krajiny","Celospolečenské funkce lesů"
2010,"232000","Kč","kapitálové","Ochrana biodiverzity a krajiny","Revitalizace říčních systémů"
2010,"4818950","Kč","kapitálové","Ochrana biodiverzity a krajiny","Ochrana druhů a stanovišť"
2010,"94587750","Kč","kapitálové","Ochrana biodiverzity a krajiny","Chráněné části přírody"
2010,"8959940","Kč","kapitálové","Ochrana biodiverzity a krajiny","Rekultivace půdy v důsledku těžební a důlní činnosti"
2010,"0","Kč","kapitálové","Ochrana biodiverzity a krajiny","Protierozní, protilavinová a protipožární ochrana"
2010,"3560710","Kč","kapitálové","Ochrana biodiverzity a krajiny","Péče o vzhled obcí a veřejnou zeleň"
2010,"101398910","Kč","kapitálové","Ochrana biodiverzity a krajiny","Ostatní činnosti k ochraně přírody a krajiny j.n."
2010,"0","Kč","kapitálové","Redukce působení fyzikálních faktorů","Konstrukce a uplatnění protihlukových zařízení"
2010,"0","Kč","kapitálové","Redukce působení fyzikálních faktorů","Protiradonová opatření"
2010,"0","Kč","kapitálové","Redukce působení fyzikálních faktorů","Přeprava a nakládání s vysoce radioaktivním odpadem"
2010,"0","Kč","kapitálové","Redukce působení fyzikálních faktorů","Monitoring k zajišťování úrovně fyzikálních faktorů"
2010,"0","Kč","kapitálové","Redukce působení fyzikálních faktorů","Ostatní činnosti k redukci fyzikálních vlivů"
2010,"6710280","Kč","kapitálové","Správa v ochraně životního prostředí","Ústřední státní správa v ochraně životního prostředí"
2010,"0","Kč","kapitálové","Správa v ochraně životního prostředí","Ostatní orgány státní správy v ochraně životního prostředí"
2010,"36214110","Kč","kapitálové","Správa v ochraně životního prostředí","Ostatní správa v ekologii"
2010,"0","Kč","kapitálové","Výzkum životního prostředí","Výzkum životního prostředí"
2010,"0","Kč","kapitálové","Ostatní činnosti v ekologii","Mezinárodní spolupráce v životním prostředí"
2010,"4597970","Kč","kapitálové","Ostatní činnosti v ekologii","Ekologická výchova a osvěta"
2010,"0","Kč","kapitálové","Ostatní činnosti v ekologii","Ekologické programy v dopravě"
2010,"6448700","Kč","kapitálové","Ostatní činnosti v ekologii","Ekologické záležitosti a programy j.n."
2011,"1820976.13","Kč","běžné","Ochrana vody","Odvádění a čištění odpadních vod, kaly"
2011,"0.0","Kč","běžné","Ochrana vody","Prevence znečišťování vody"
2011,"0.0","Kč","běžné","Ochrana vody","Odvádění a čištění odpadních vod  j.n."
2011,"1606.49","Kč","běžné","Ochrana vody","Úprava drobných vodních toků"
2011,"629258.8","Kč","běžné","Ochrana ovzduší","Programy zateplování a úspor energie"
2011,"0.0","Kč","běžné","Ochrana ovzduší","Odstraňování tuhých emisí"
2011,"0.0","Kč","běžné","Ochrana ovzduší","Odstraňování plynných emisí"
2011,"0.0","Kč","běžné","Ochrana ovzduší","Změny technologií vytápění"
2011,"0.0","Kč","běžné","Ochrana ovzduší","Opatření ke snižování produkce skleníkových plynů"
2011,"0.0","Kč","běžné","Ochrana ovzduší","Změny výrobních technologií za účelem odstranění emisí"
2011,"0.0","Kč","běžné","Ochrana ovzduší","Monitoring ochrany ovzduší"
2011,"0.0","Kč","běžné","Ochrana ovzduší","Ostatní činnosti k ochraně ovzduší j.n."
2011,"0.0","Kč","běžné","Nakládání s odpady","Sběr a zpracování druhotných surovin"
2011,"1826.37","Kč","běžné","Nakládání s odpady","Sběr a svoz nebezpečných odpadů"
2011,"4204675.63","Kč","běžné","Nakládání s odpady","Sběr a svoz komunálních odpadů"
2011,"37950.6","Kč","běžné","Nakládání s odpady","Sběr a svoz ostatních odpadů"
2011,"2.42992E7","Kč","běžné","Nakládání s odpady","Využívání a zneškodnování nebezpečných odpadů"
2011,"237418.22","Kč","běžné","Nakládání s odpady","Využívání a zneškodňování komunálních odpadů"
2011,"32098.8","Kč","běžné","Nakládání s odpady","Využívání a zneškodnování ostatních odpadů"
2011,"0.0","Kč","běžné","Nakládání s odpady","Prevence vzniku odpadů"
2011,"0.0","Kč","běžné","Nakládání s odpady","Monitoring nakládání s odpady"
2011,"2000.0","Kč","běžné","Nakládání s odpady","Ostatní nakládání s odpady j.n."
2011,"324142.19","Kč","běžné","Ochrana půdy a podzemní vody","Protierozní ochrana"
2011,"0.0","Kč","běžné","Ochrana půdy a podzemní vody","Ochrana půdy a podzemní vody proti znečišťujícím infiltracím"
2011,"0.0","Kč","běžné","Ochrana půdy a podzemní vody","Dekontaminace půd a čištění podzemní vody"
2011,"0.0","Kč","běžné","Ochrana půdy a podzemní vody","Monitoring půdy a podzemní vody"
2011,"0.0","Kč","běžné","Ochrana půdy a podzemní vody","Ostatní ochrana půdy a podzemní vody j.n."
2011,"1.0558169465E8","Kč","běžné","Ochrana biodiverzity a krajiny","Celospolečenské funkce lesů"
2011,"0.0","Kč","běžné","Ochrana biodiverzity a krajiny","Revitalizace říčních systémů"
2011,"4554733.53","Kč","běžné","Ochrana biodiverzity a krajiny","Ochrana druhů a stanovišť"
2011,"6.471228744E7","Kč","běžné","Ochrana biodiverzity a krajiny","Chráněné části přírody"
2011,"118036.09","Kč","běžné","Ochrana biodiverzity a krajiny","Rekultivace půdy v důsledku těžební a důlní činnosti"
2011,"0.0","Kč","běžné","Ochrana biodiverzity a krajiny","Protierozní, protilavinová a protipožární ochrana"
2011,"1.342496609E7","Kč","běžné","Ochrana biodiverzity a krajiny","Péče o vzhled obcí a veřejnou zeleň"
2011,"3.119033493E7","Kč","běžné","Ochrana biodiverzity a krajiny","Ostatní činnosti k ochraně přírody a krajiny j.n."
2011,"0.0","Kč","běžné","Redukce působení fyzikálních faktorů","Konstrukce a uplatnění protihlukových zařízení"
2011,"0.0","Kč","běžné","Redukce působení fyzikálních faktorů","Protiradonová opatření"
2011,"0.0","Kč","běžné","Redukce působení fyzikálních faktorů","Přeprava a nakládání s vysoce radioaktivním odpadem"
2011,"0.0","Kč","běžné","Redukce působení fyzikálních faktorů","Monitoring k zajišťování úrovně fyzikálních faktorů"
2011,"0.0","Kč","běžné","Redukce působení fyzikálních faktorů","Ostatní činnosti k redukci fyzikálních vlivů"
2011,"0.0","Kč","běžné","Správa v ochraně životního prostředí","Ústřední státní správa v ochraně životního prostředí"
2011,"0.0","Kč","běžné","Správa v ochraně životního prostředí","Ostatní orgány státní správy v ochraně životního prostředí"
2011,"5.65550381E8","Kč","běžné","Správa v ochraně životního prostředí","Ostatní správa v ekologii"
2011,"536632.0","Kč","běžné","Výzkum životního prostředí","Výzkum životního prostředí"
2011,"0.0","Kč","běžné","Ostatní činnosti v ekologii","Mezinárodní spolupráce v životním prostředí"
2011,"6690206.8","Kč","běžné","Ostatní činnosti v ekologii","Ekologická výchova a osvěta"
2011,"0.0","Kč","běžné","Ostatní činnosti v ekologii","Ekologické programy v dopravě"
2011,"334812.653","Kč","běžné","Ostatní činnosti v ekologii","Ekologické záležitosti a programy j.n."
2011,"5.5215168296E8","Kč","kapitálové","Ochrana vody","Odvádění a čištění odpadních vod, kaly"
2011,"0.0","Kč","kapitálové","Ochrana vody","Prevence znečišťování vody"
2011,"4.601266296E7","Kč","kapitálové","Ochrana vody","Odvádění a čištění odpadních vod  j.n."
2011,"2451059.28","Kč","kapitálové","Ochrana vody","Úprava drobných vodních toků"
2011,"1.5852517044E8","Kč","kapitálové","Ochrana ovzduší","Programy zateplování a úspor energie"
2011,"618000.0","Kč","kapitálové","Ochrana ovzduší","Odstraňování tuhých emisí"
2011,"50000.0","Kč","kapitálové","Ochrana ovzduší","Odstraňování plynných emisí"
2011,"1.313257199E9","Kč","kapitálové","Ochrana ovzduší","Změny technologií vytápění"
2011,"7.29482756867E9","Kč","kapitálové","Ochrana ovzduší","Opatření ke snižování produkce skleníkových plynů"
2011,"80000.0","Kč","kapitálové","Ochrana ovzduší","Změny výrobních technologií za účelem odstranění emisí"
2011,"1662749.99","Kč","kapitálové","Ochrana ovzduší","Monitoring ochrany ovzduší"
2011,"2244156.81","Kč","kapitálové","Ochrana ovzduší","Ostatní činnosti k ochraně ovzduší j.n."
2011,"0.0","Kč","kapitálové","Nakládání s odpady","Sběr a zpracování druhotných surovin"
2011,"443298.4","Kč","kapitálové","Nakládání s odpady","Sběr a svoz nebezpečných odpadů"
2011,"5.7839848E7","Kč","kapitálové","Nakládání s odpady","Sběr a svoz komunálních odpadů"
2011,"3118849.4","Kč","kapitálové","Nakládání s odpady","Sběr a svoz ostatních odpadů"
2011,"0.0","Kč","kapitálové","Nakládání s odpady","Využívání a zneškodnování nebezpečných odpadů"
2011,"5.934690754E7","Kč","kapitálové","Nakládání s odpady","Využívání a zneškodňování komunálních odpadů"
2011,"2.809750397E7","Kč","kapitálové","Nakládání s odpady","Využívání a zneškodnování ostatních odpadů"
2011,"0.0","Kč","kapitálové","Nakládání s odpady","Prevence vzniku odpadů"
2011,"0.0","Kč","kapitálové","Nakládání s odpady","Monitoring nakládání s odpady"
2011,"3144317.71","Kč","kapitálové","Nakládání s odpady","Ostatní nakládání s odpady j.n."
2011,"34732.1","Kč","kapitálové","Ochrana půdy a podzemní vody","Protierozní ochrana"
2011,"2094908.15","Kč","kapitálové","Ochrana půdy a podzemní vody","Ochrana půdy a podzemní vody proti znečišťujícím infiltracím"
2011,"0.0","Kč","kapitálové","Ochrana půdy a podzemní vody","Dekontaminace půd a čištění podzemní vody"
2011,"0.0","Kč","kapitálové","Ochrana půdy a podzemní vody","Monitoring půdy a podzemní vody"
2011,"0.0","Kč","kapitálové","Ochrana půdy a podzemní vody","Ostatní ochrana půdy a podzemní vody j.n."
2011,"2.4478468129E8","Kč","kapitálové","Ochrana biodiverzity a krajiny","Celospolečenské funkce lesů"
2011,"0.0","Kč","kapitálové","Ochrana biodiverzity a krajiny","Revitalizace říčních systémů"
2011,"8599656.68","Kč","kapitálové","Ochrana biodiverzity a krajiny","Ochrana druhů a stanovišť"
2011,"9.285361131E7","Kč","kapitálové","Ochrana biodiverzity a krajiny","Chráněné části přírody"
2011,"1.407065625E7","Kč","kapitálové","Ochrana biodiverzity a krajiny","Rekultivace půdy v důsledku těžební a důlní činnosti"
2011,"0.0","Kč","kapitálové","Ochrana biodiverzity a krajiny","Protierozní, protilavinová a protipožární ochrana"
2011,"6084491.35","Kč","kapitálové","Ochrana biodiverzity a krajiny","Péče o vzhled obcí a veřejnou zeleň"
2011,"7.443528848E7","Kč","kapitálové","Ochrana biodiverzity a krajiny","Ostatní činnosti k ochraně přírody a krajiny j.n."
2011,"0.0","Kč","kapitálové","Redukce působení fyzikálních faktorů","Konstrukce a uplatnění protihlukových zařízení"
2011,"0.0","Kč","kapitálové","Redukce působení fyzikálních faktorů","Protiradonová opatření"
2011,"0.0","Kč","kapitálové","Redukce působení fyzikálních faktorů","Přeprava a nakládání s vysoce radioaktivním odpadem"
2011,"0.0","Kč","kapitálové","Redukce působení fyzikálních faktorů","Monitoring k zajišťování úrovně fyzikálních faktorů"
2011,"713917.2","Kč","kapitálové","Redukce působení fyzikálních faktorů","Ostatní činnosti k redukci fyzikálních vlivů"
2011,"0.0","Kč","kapitálové","Správa v ochraně životního prostředí","Ústřední státní správa v ochraně životního prostředí"
2011,"0.0","Kč","kapitálové","Správa v ochraně životního prostředí","Ostatní orgány státní správy v ochraně životního prostředí"
2011,"2.501206879E7","Kč","kapitálové","Správa v ochraně životního prostředí","Ostatní správa v ekologii"
2011,"0.0","Kč","kapitálové","Výzkum životního prostředí","Výzkum životního prostředí"
2011,"0.0","Kč","kapitálové","Ostatní činnosti v ekologii","Mezinárodní spolupráce v životním prostředí"
2011,"264497.499","Kč","kapitálové","Ostatní činnosti v ekologii","Ekologická výchova a osvěta"
2011,"0.0","Kč","kapitálové","Ostatní činnosti v ekologii","Ekologické programy v dopravě"
2011,"1543458.7","Kč","kapitálové","Ostatní činnosti v ekologii","Ekologické záležitosti a programy j.n."
2012,"103728.91","Kč","běžné","Ochrana vody","Odvádění a čištění odpadních vod, kaly"
2012,"0.0","Kč","běžné","Ochrana vody","Prevence znečišťování vody"
2012,"70325.31","Kč","běžné","Ochrana vody","Odvádění a čištění odpadních vod  j.n."
2012,"0.0","Kč","běžné","Ochrana vody","Úprava drobných vodních toků"
2012,"220996.86","Kč","běžné","Ochrana ovzduší","Programy zateplování a úspor energie"
2012,"0.0","Kč","běžné","Ochrana ovzduší","Odstraňování tuhých emisí"
2012,"0.0","Kč","běžné","Ochrana ovzduší","Odstraňování plynných emisí"
2012,"0.0","Kč","běžné","Ochrana ovzduší","Změny technologií vytápění"
2012,"244390.0","Kč","běžné","Ochrana ovzduší","Opatření ke snižování produkce skleníkových plynů"
2012,"0.0","Kč","běžné","Ochrana ovzduší","Změny výrobních technologií za účelem odstranění emisí"
2012,"3313780.0","Kč","běžné","Ochrana ovzduší","Monitoring ochrany ovzduší"
2012,"1200.0","Kč","běžné","Ochrana ovzduší","Ostatní činnosti k ochraně ovzduší j.n."
2012,"0.0","Kč","běžné","Nakládání s odpady","Sběr a zpracování druhotných surovin"
2012,"0.0","Kč","běžné","Nakládání s odpady","Sběr a svoz nebezpečných odpadů"
2012,"2361299.13","Kč","běžné","Nakládání s odpady","Sběr a svoz komunálních odpadů"
2012,"61577.16","Kč","běžné","Nakládání s odpady","Sběr a svoz ostatních odpadů"
2012,"5.5825976E7","Kč","běžné","Nakládání s odpady","Využívání a zneškodnování nebezpečných odpadů"
2012,"412998.8","Kč","běžné","Nakládání s odpady","Využívání a zneškodňování komunálních odpadů"
2012,"44555.95","Kč","běžné","Nakládání s odpady","Využívání a zneškodnování ostatních odpadů"
2012,"0.0","Kč","běžné","Nakládání s odpady","Prevence vzniku odpadů"
2012,"0.0","Kč","běžné","Nakládání s odpady","Monitoring nakládání s odpady"
2012,"23430.0","Kč","běžné","Nakládání s odpady","Ostatní nakládání s odpady j.n."
2012,"0.0","Kč","běžné","Ochrana půdy a podzemní vody","Protierozní ochrana"
2012,"8320.25","Kč","běžné","Ochrana půdy a podzemní vody","Ochrana půdy a podzemní vody proti znečišťujícím infiltracím"
2012,"0.0","Kč","běžné","Ochrana půdy a podzemní vody","Dekontaminace půd a čištění podzemní vody"
2012,"0.0","Kč","běžné","Ochrana půdy a podzemní vody","Monitoring půdy a podzemní vody"
2012,"0.0","Kč","běžné","Ochrana půdy a podzemní vody","Ostatní ochrana půdy a podzemní vody j.n."
2012,"1.1271225507E8","Kč","běžné","Ochrana biodiverzity a krajiny","Celospolečenské funkce lesů"
2012,"0.0","Kč","běžné","Ochrana biodiverzity a krajiny","Revitalizace říčních systémů"
2012,"5970613.58","Kč","běžné","Ochrana biodiverzity a krajiny","Ochrana druhů a stanovišť"
2012,"7.243562621E7","Kč","běžné","Ochrana biodiverzity a krajiny","Chráněné části přírody"
2012,"5908034.72","Kč","běžné","Ochrana biodiverzity a krajiny","Rekultivace půdy v důsledku těžební a důlní činnosti"
2012,"0.0","Kč","běžné","Ochrana biodiverzity a krajiny","Protierozní, protilavinová a protipožární ochrana"
2012,"1.195852834E7","Kč","běžné","Ochrana biodiverzity a krajiny","Péče o vzhled obcí a veřejnou zeleň"
2012,"1.314861563E7","Kč","běžné","Ochrana biodiverzity a krajiny","Ostatní činnosti k ochraně přírody a krajiny j.n."
2012,"0.0","Kč","běžné","Redukce působení fyzikálních faktorů","Konstrukce a uplatnění protihlukových zařízení"
2012,"0.0","Kč","běžné","Redukce působení fyzikálních faktorů","Protiradonová opatření"
2012,"0.0","Kč","běžné","Redukce působení fyzikálních faktorů","Přeprava a nakládání s vysoce radioaktivním odpadem"
2012,"0.0","Kč","běžné","Redukce působení fyzikálních faktorů","Monitoring k zajišťování úrovně fyzikálních faktorů"
2012,"0.0","Kč","běžné","Redukce působení fyzikálních faktorů","Ostatní činnosti k redukci fyzikálních vlivů"
2012,"0.0","Kč","běžné","Správa v ochraně životního prostředí","Ústřední státní správa v ochraně životního prostředí"
2012,"0.0","Kč","běžné","Správa v ochraně životního prostředí","Ostatní orgány státní správy v ochraně životního prostředí"
2012,"4.7943987464E8","Kč","běžné","Správa v ochraně životního prostředí","Ostatní správa v ekologii"
2012,"1098499.0","Kč","běžné","Výzkum životního prostředí","Výzkum životního prostředí"
