"rok","hodnota","jednotka","druh_vydaje","slozka_ochrany_zp","dotovana_cinnost"
2003,"2381709680","Kč","kapitálové","Ochrana vody","Odvádění a čištění odpadních vod, kaly"
2003,"0","Kč","kapitálové","Ochrana vody","Prevence znečišťování vody"
2003,"0","Kč","kapitálové","Ochrana vody","Odvádění a čištění odpadních vod  j.n."
2003,"0","Kč","kapitálové","Ochrana vody","Úprava drobných vodních toků"
2003,"0","Kč","kapitálové","Ochrana ovzduší","Programy zateplování a úspor energie"
2003,"30440","Kč","kapitálové","Ochrana ovzduší","Odstraňování tuhých emisí"
2003,"16510","Kč","kapitálové","Ochrana ovzduší","Odstraňování plynných emisí"
2003,"589498310","Kč","kapitálové","Ochrana ovzduší","Změny technologií vytápění"
2003,"385930140","Kč","kapitálové","Ochrana ovzduší","Opatření ke snižování produkce skleníkových plynů"
2003,"773160","Kč","kapitálové","Ochrana ovzduší","Změny výrobních technologií za účelem odstranění emisí"
2003,"0","Kč","kapitálové","Ochrana ovzduší","Monitoring ochrany ovzduší"
2003,"17913150","Kč","kapitálové","Ochrana ovzduší","Ostatní činnosti k ochraně ovzduší j.n."
2003,"0","Kč","kapitálové","Nakládání s odpady","Sběr a zpracování druhotných surovin"
2003,"0","Kč","kapitálové","Nakládání s odpady","Sběr a svoz nebezpečných odpadů"
2003,"0","Kč","kapitálové","Nakládání s odpady","Sběr a svoz komunálních odpadů"
2003,"0","Kč","kapitálové","Nakládání s odpady","Sběr a svoz ostatních odpadů"
2003,"2427110","Kč","kapitálové","Nakládání s odpady","Využívání a zneškodnování nebezpečných odpadů"
2003,"528014650","Kč","kapitálové","Nakládání s odpady","Využívání a zneškodňování komunálních odpadů"
2003,"0","Kč","kapitálové","Nakládání s odpady","Využívání a zneškodnování ostatních odpadů"
2003,"0","Kč","kapitálové","Nakládání s odpady","Prevence vzniku odpadů"
2003,"0","Kč","kapitálové","Nakládání s odpady","Monitoring nakládání s odpady"
2003,"36823070","Kč","kapitálové","Nakládání s odpady","Ostatní nakládání s odpady j.n."
2003,"542500","Kč","kapitálové","Ochrana půdy a podzemní vody","Protierozní ochrana"
2003,"0","Kč","kapitálové","Ochrana půdy a podzemní vody","Ochrana půdy a podzemní vody proti znečišťujícím infiltracím"
2003,"0","Kč","kapitálové","Ochrana půdy a podzemní vody","Dekontaminace půd a čištění podzemní vody"
2003,"0","Kč","kapitálové","Ochrana půdy a podzemní vody","Monitoring půdy a podzemní vody"
2003,"0","Kč","kapitálové","Ochrana půdy a podzemní vody","Ostatní ochrana půdy a podzemní vody j.n."
2003,"384090","Kč","kapitálové","Ochrana biodiverzity a krajiny","Celospolečenské funkce lesů"
2003,"0","Kč","kapitálové","Ochrana biodiverzity a krajiny","Revitalizace říčních systémů"
2003,"0","Kč","kapitálové","Ochrana biodiverzity a krajiny","Ochrana druhů a stanovišť"
2003,"15599590","Kč","kapitálové","Ochrana biodiverzity a krajiny","Chráněné části přírody"
2003,"14810790","Kč","kapitálové","Ochrana biodiverzity a krajiny","Rekultivace půdy v důsledku těžební a důlní činnosti"
2003,"0","Kč","kapitálové","Ochrana biodiverzity a krajiny","Protierozní, protilavinová a protipožární ochrana"
2003,"2516390","Kč","kapitálové","Ochrana biodiverzity a krajiny","Péče o vzhled obcí a veřejnou zeleň"
2003,"51103200","Kč","kapitálové","Ochrana biodiverzity a krajiny","Ostatní činnosti k ochraně přírody a krajiny j.n."
2003,"0","Kč","kapitálové","Redukce působení fyzikálních faktorů","Konstrukce a uplatnění protihlukových zařízení"
2003,"0","Kč","kapitálové","Redukce působení fyzikálních faktorů","Protiradonová opatření"
2003,,"Kč","kapitálové","Redukce působení fyzikálních faktorů","Přeprava a nakládání s vysoce radioaktivním odpadem"
2003,"0","Kč","kapitálové","Redukce působení fyzikálních faktorů","Monitoring k zajišťování úrovně fyzikálních faktorů"
2003,"12620870","Kč","kapitálové","Redukce působení fyzikálních faktorů","Ostatní činnosti k redukci fyzikálních vlivů"
2003,"0","Kč","kapitálové","Správa v ochraně životního prostředí","Ústřední státní správa v ochraně životního prostředí"
2003,"88310","Kč","kapitálové","Správa v ochraně životního prostředí","Ostatní orgány státní správy v ochraně životního prostředí"
2003,"23492970","Kč","kapitálové","Správa v ochraně životního prostředí","Ostatní správa v ekologii"
2003,"0","Kč","kapitálové","Výzkum životního prostředí","Výzkum životního prostředí"
2003,"455180","Kč","kapitálové","Ostatní činnosti v ekologii","Mezinárodní spolupráce v životním prostředí"
2003,"65743810","Kč","kapitálové","Ostatní činnosti v ekologii","Ekologická výchova a osvěta"
2003,"18024620","Kč","kapitálové","Ostatní činnosti v ekologii","Ekologické programy v dopravě"
2003,"8157190","Kč","kapitálové","Ostatní činnosti v ekologii","Ekologické záležitosti a programy j.n."
2004,"57302350","Kč","běžné","Ochrana vody","Odvádění a čištění odpadních vod, kaly"
2004,"0","Kč","běžné","Ochrana vody","Prevence znečišťování vody"
2004,"0","Kč","běžné","Ochrana vody","Odvádění a čištění odpadních vod  j.n."
2004,"1487880","Kč","běžné","Ochrana vody","Úprava drobných vodních toků"
2004,"0","Kč","běžné","Ochrana ovzduší","Programy zateplování a úspor energie"
2004,"25359170","Kč","běžné","Ochrana ovzduší","Odstraňování tuhých emisí"
2004,"0","Kč","běžné","Ochrana ovzduší","Odstraňování plynných emisí"
2004,"65830","Kč","běžné","Ochrana ovzduší","Změny technologií vytápění"
2004,"9976730","Kč","běžné","Ochrana ovzduší","Opatření ke snižování produkce skleníkových plynů"
2004,"0","Kč","běžné","Ochrana ovzduší","Změny výrobních technologií za účelem odstranění emisí"
2004,"0","Kč","běžné","Ochrana ovzduší","Monitoring ochrany ovzduší"
2004,"10935910","Kč","běžné","Ochrana ovzduší","Ostatní činnosti k ochraně ovzduší j.n."
2004,"0","Kč","běžné","Nakládání s odpady","Sběr a zpracování druhotných surovin"
2004,"0","Kč","běžné","Nakládání s odpady","Sběr a svoz nebezpečných odpadů"
2004,"0","Kč","běžné","Nakládání s odpady","Sběr a svoz komunálních odpadů"
2004,"0","Kč","běžné","Nakládání s odpady","Sběr a svoz ostatních odpadů"
2004,"79690","Kč","běžné","Nakládání s odpady","Využívání a zneškodnování nebezpečných odpadů"
2004,"1351450","Kč","běžné","Nakládání s odpady","Využívání a zneškodňování komunálních odpadů"
2004,"0","Kč","běžné","Nakládání s odpady","Využívání a zneškodnování ostatních odpadů"
2004,"2180770","Kč","běžné","Nakládání s odpady","Prevence vzniku odpadů"
2004,"0","Kč","běžné","Nakládání s odpady","Monitoring nakládání s odpady"
2004,"10549080","Kč","běžné","Nakládání s odpady","Ostatní nakládání s odpady j.n."
2004,"0","Kč","běžné","Ochrana půdy a podzemní vody","Protierozní ochrana"
2004,"0","Kč","běžné","Ochrana půdy a podzemní vody","Ochrana půdy a podzemní vody proti znečišťujícím infiltracím"
2004,"0","Kč","běžné","Ochrana půdy a podzemní vody","Dekontaminace půd a čištění podzemní vody"
2004,"0","Kč","běžné","Ochrana půdy a podzemní vody","Monitoring půdy a podzemní vody"
2004,"0","Kč","běžné","Ochrana půdy a podzemní vody","Ostatní ochrana půdy a podzemní vody j.n."
2004,"5459150","Kč","běžné","Ochrana biodiverzity a krajiny","Celospolečenské funkce lesů"
2004,"0","Kč","běžné","Ochrana biodiverzity a krajiny","Revitalizace říčních systémů"
2004,"264000","Kč","běžné","Ochrana biodiverzity a krajiny","Ochrana druhů a stanovišť"
2004,"30036750","Kč","běžné","Ochrana biodiverzity a krajiny","Chráněné části přírody"
2004,"0","Kč","běžné","Ochrana biodiverzity a krajiny","Rekultivace půdy v důsledku těžební a důlní činnosti"
2004,"0","Kč","běžné","Ochrana biodiverzity a krajiny","Protierozní, protilavinová a protipožární ochrana"
2004,"3267290","Kč","běžné","Ochrana biodiverzity a krajiny","Péče o vzhled obcí a veřejnou zeleň"
2004,"176202290","Kč","běžné","Ochrana biodiverzity a krajiny","Ostatní činnosti k ochraně přírody a krajiny j.n."
2004,"0","Kč","běžné","Redukce působení fyzikálních faktorů","Konstrukce a uplatnění protihlukových zařízení"
2004,"0","Kč","běžné","Redukce působení fyzikálních faktorů","Protiradonová opatření"
2004,,"Kč","běžné","Redukce působení fyzikálních faktorů","Přeprava a nakládání s vysoce radioaktivním odpadem"
2004,"0","Kč","běžné","Redukce působení fyzikálních faktorů","Monitoring k zajišťování úrovně fyzikálních faktorů"
2004,"0","Kč","běžné","Redukce působení fyzikálních faktorů","Ostatní činnosti k redukci fyzikálních vlivů"
2004,"0","Kč","běžné","Správa v ochraně životního prostředí","Ústřední státní správa v ochraně životního prostředí"
2004,"0","Kč","běžné","Správa v ochraně životního prostředí","Ostatní orgány státní správy v ochraně životního prostředí"
2004,"115583300","Kč","běžné","Správa v ochraně životního prostředí","Ostatní správa v ekologii"
2004,"0","Kč","běžné","Výzkum životního prostředí","Výzkum životního prostředí"
2004,"0","Kč","běžné","Ostatní činnosti v ekologii","Mezinárodní spolupráce v životním prostředí"
2004,"16193950","Kč","běžné","Ostatní činnosti v ekologii","Ekologická výchova a osvěta"
2004,"0","Kč","běžné","Ostatní činnosti v ekologii","Ekologické programy v dopravě"
2004,"4015600","Kč","běžné","Ostatní činnosti v ekologii","Ekologické záležitosti a programy j.n."
2004,"1947083000","Kč","kapitálové","Ochrana vody","Odvádění a čištění odpadních vod, kaly"
2004,"0","Kč","kapitálové","Ochrana vody","Prevence znečišťování vody"
2004,"0","Kč","kapitálové","Ochrana vody","Odvádění a čištění odpadních vod  j.n."
2004,"0","Kč","kapitálové","Ochrana vody","Úprava drobných vodních toků"
2004,"0","Kč","kapitálové","Ochrana ovzduší","Programy zateplování a úspor energie"
2004,"1075080","Kč","kapitálové","Ochrana ovzduší","Odstraňování tuhých emisí"
2004,"0","Kč","kapitálové","Ochrana ovzduší","Odstraňování plynných emisí"
2004,"534465000","Kč","kapitálové","Ochrana ovzduší","Změny technologií vytápění"
2004,"373646300","Kč","kapitálové","Ochrana ovzduší","Opatření ke snižování produkce skleníkových plynů"
2004,"110220","Kč","kapitálové","Ochrana ovzduší","Změny výrobních technologií za účelem odstranění emisí"
2004,"0","Kč","kapitálové","Ochrana ovzduší","Monitoring ochrany ovzduší"
2004,"3435000","Kč","kapitálové","Ochrana ovzduší","Ostatní činnosti k ochraně ovzduší j.n."
2004,"0","Kč","kapitálové","Nakládání s odpady","Sběr a zpracování druhotných surovin"
2004,"0","Kč","kapitálové","Nakládání s odpady","Sběr a svoz nebezpečných odpadů"
2004,"0","Kč","kapitálové","Nakládání s odpady","Sběr a svoz komunálních odpadů"
2004,"0","Kč","kapitálové","Nakládání s odpady","Sběr a svoz ostatních odpadů"
2004,"58915000","Kč","kapitálové","Nakládání s odpady","Využívání a zneškodnování nebezpečných odpadů"
2004,"415043800","Kč","kapitálové","Nakládání s odpady","Využívání a zneškodňování komunálních odpadů"
2004,"16505350","Kč","kapitálové","Nakládání s odpady","Využívání a zneškodnování ostatních odpadů"
2004,"0","Kč","kapitálové","Nakládání s odpady","Prevence vzniku odpadů"
2004,"0","Kč","kapitálové","Nakládání s odpady","Monitoring nakládání s odpady"
2004,"21362290","Kč","kapitálové","Nakládání s odpady","Ostatní nakládání s odpady j.n."
2004,"60300","Kč","kapitálové","Ochrana půdy a podzemní vody","Protierozní ochrana"
2004,"0","Kč","kapitálové","Ochrana půdy a podzemní vody","Ochrana půdy a podzemní vody proti znečišťujícím infiltracím"
2004,"0","Kč","kapitálové","Ochrana půdy a podzemní vody","Dekontaminace půd a čištění podzemní vody"
2004,"0","Kč","kapitálové","Ochrana půdy a podzemní vody","Monitoring půdy a podzemní vody"
2004,"0","Kč","kapitálové","Ochrana půdy a podzemní vody","Ostatní ochrana půdy a podzemní vody j.n."
2004,"1848830","Kč","kapitálové","Ochrana biodiverzity a krajiny","Celospolečenské funkce lesů"
2004,"0","Kč","kapitálové","Ochrana biodiverzity a krajiny","Revitalizace říčních systémů"
2004,"4770","Kč","kapitálové","Ochrana biodiverzity a krajiny","Ochrana druhů a stanovišť"
2004,"36969540","Kč","kapitálové","Ochrana biodiverzity a krajiny","Chráněné části přírody"
2004,"14665600","Kč","kapitálové","Ochrana biodiverzity a krajiny","Rekultivace půdy v důsledku těžební a důlní činnosti"
2004,"0","Kč","kapitálové","Ochrana biodiverzity a krajiny","Protierozní, protilavinová a protipožární ochrana"
2004,"1036140","Kč","kapitálové","Ochrana biodiverzity a krajiny","Péče o vzhled obcí a veřejnou zeleň"
2004,"80753300","Kč","kapitálové","Ochrana biodiverzity a krajiny","Ostatní činnosti k ochraně přírody a krajiny j.n."
2004,"0","Kč","kapitálové","Redukce působení fyzikálních faktorů","Konstrukce a uplatnění protihlukových zařízení"
2004,"0","Kč","kapitálové","Redukce působení fyzikálních faktorů","Protiradonová opatření"
2004,,"Kč","kapitálové","Redukce působení fyzikálních faktorů","Přeprava a nakládání s vysoce radioaktivním odpadem"
2004,"0","Kč","kapitálové","Redukce působení fyzikálních faktorů","Monitoring k zajišťování úrovně fyzikálních faktorů"
2004,"3559560","Kč","kapitálové","Redukce působení fyzikálních faktorů","Ostatní činnosti k redukci fyzikálních vlivů"
2004,"0","Kč","kapitálové","Správa v ochraně životního prostředí","Ústřední státní správa v ochraně životního prostředí"
2004,"0","Kč","kapitálové","Správa v ochraně životního prostředí","Ostatní orgány státní správy v ochraně životního prostředí"
2004,"32051780","Kč","kapitálové","Správa v ochraně životního prostředí","Ostatní správa v ekologii"
2004,"0","Kč","kapitálové","Výzkum životního prostředí","Výzkum životního prostředí"
2004,"89600","Kč","kapitálové","Ostatní činnosti v ekologii","Mezinárodní spolupráce v životním prostředí"
2004,"182441300","Kč","kapitálové","Ostatní činnosti v ekologii","Ekologická výchova a osvěta"
2004,"0","Kč","kapitálové","Ostatní činnosti v ekologii","Ekologické programy v dopravě"
2004,"7758310","Kč","kapitálové","Ostatní činnosti v ekologii","Ekologické záležitosti a programy j.n."
2005,"25722470","Kč","běžné","Ochrana vody","Odvádění a čištění odpadních vod, kaly"
2005,"0","Kč","běžné","Ochrana vody","Prevence znečišťování vody"
2005,"0","Kč","běžné","Ochrana vody","Odvádění a čištění odpadních vod  j.n."
2005,"1476800","Kč","běžné","Ochrana vody","Úprava drobných vodních toků"
2005,"0","Kč","běžné","Ochrana ovzduší","Programy zateplování a úspor energie"
2005,"9640830","Kč","běžné","Ochrana ovzduší","Odstraňování tuhých emisí"
2005,"0","Kč","běžné","Ochrana ovzduší","Odstraňování plynných emisí"
2005,"1123660","Kč","běžné","Ochrana ovzduší","Změny technologií vytápění"
2005,"64343750","Kč","běžné","Ochrana ovzduší","Opatření ke snižování produkce skleníkových plynů"
2005,"0","Kč","běžné","Ochrana ovzduší","Změny výrobních technologií za účelem odstranění emisí"
2005,"0","Kč","běžné","Ochrana ovzduší","Monitoring ochrany ovzduší"
2005,"1429050","Kč","běžné","Ochrana ovzduší","Ostatní činnosti k ochraně ovzduší j.n."
2005,"0","Kč","běžné","Nakládání s odpady","Sběr a zpracování druhotných surovin"
2005,"0","Kč","běžné","Nakládání s odpady","Sběr a svoz nebezpečných odpadů"
2005,"0","Kč","běžné","Nakládání s odpady","Sběr a svoz komunálních odpadů"
2005,"0","Kč","běžné","Nakládání s odpady","Sběr a svoz ostatních odpadů"
2005,"1645890","Kč","běžné","Nakládání s odpady","Využívání a zneškodnování nebezpečných odpadů"
2005,"897930","Kč","běžné","Nakládání s odpady","Využívání a zneškodňování komunálních odpadů"
2005,"0","Kč","běžné","Nakládání s odpady","Využívání a zneškodnování ostatních odpadů"
2005,"595760","Kč","běžné","Nakládání s odpady","Prevence vzniku odpadů"
2005,"51480","Kč","běžné","Nakládání s odpady","Monitoring nakládání s odpady"
2005,"3182940","Kč","běžné","Nakládání s odpady","Ostatní nakládání s odpady j.n."
2005,"0","Kč","běžné","Ochrana půdy a podzemní vody","Protierozní ochrana"
2005,"0","Kč","běžné","Ochrana půdy a podzemní vody","Ochrana půdy a podzemní vody proti znečišťujícím infiltracím"
2005,"0","Kč","běžné","Ochrana půdy a podzemní vody","Dekontaminace půd a čištění podzemní vody"
2005,"0","Kč","běžné","Ochrana půdy a podzemní vody","Monitoring půdy a podzemní vody"
2005,"0","Kč","běžné","Ochrana půdy a podzemní vody","Ostatní ochrana půdy a podzemní vody j.n."
2005,"2935910","Kč","běžné","Ochrana biodiverzity a krajiny","Celospolečenské funkce lesů"
2005,"0","Kč","běžné","Ochrana biodiverzity a krajiny","Revitalizace říčních systémů"
2005,"294600","Kč","běžné","Ochrana biodiverzity a krajiny","Ochrana druhů a stanovišť"
2005,"49427290","Kč","běžné","Ochrana biodiverzity a krajiny","Chráněné části přírody"
2005,"0","Kč","běžné","Ochrana biodiverzity a krajiny","Rekultivace půdy v důsledku těžební a důlní činnosti"
2005,"0","Kč","běžné","Ochrana biodiverzity a krajiny","Protierozní, protilavinová a protipožární ochrana"
2005,"4414440","Kč","běžné","Ochrana biodiverzity a krajiny","Péče o vzhled obcí a veřejnou zeleň"
2005,"117331670","Kč","běžné","Ochrana biodiverzity a krajiny","Ostatní činnosti k ochraně přírody a krajiny j.n."
2005,"0","Kč","běžné","Redukce působení fyzikálních faktorů","Konstrukce a uplatnění protihlukových zařízení"
2005,"0","Kč","běžné","Redukce působení fyzikálních faktorů","Protiradonová opatření"
2005,,"Kč","běžné","Redukce působení fyzikálních faktorů","Přeprava a nakládání s vysoce radioaktivním odpadem"
2005,"0","Kč","běžné","Redukce působení fyzikálních faktorů","Monitoring k zajišťování úrovně fyzikálních faktorů"
2005,"0","Kč","běžné","Redukce působení fyzikálních faktorů","Ostatní činnosti k redukci fyzikálních vlivů"
2005,"0","Kč","běžné","Správa v ochraně životního prostředí","Ústřední státní správa v ochraně životního prostředí"
2005,"0","Kč","běžné","Správa v ochraně životního prostředí","Ostatní orgány státní správy v ochraně životního prostředí"
2005,"124164930","Kč","běžné","Správa v ochraně životního prostředí","Ostatní správa v ekologii"
2005,"0","Kč","běžné","Výzkum životního prostředí","Výzkum životního prostředí"
2005,"0","Kč","běžné","Ostatní činnosti v ekologii","Mezinárodní spolupráce v životním prostředí"
2005,"19434940","Kč","běžné","Ostatní činnosti v ekologii","Ekologická výchova a osvěta"
2005,"0","Kč","běžné","Ostatní činnosti v ekologii","Ekologické programy v dopravě"
2005,"4793880","Kč","běžné","Ostatní činnosti v ekologii","Ekologické záležitosti a programy j.n."
2005,"1955092010","Kč","kapitálové","Ochrana vody","Odvádění a čištění odpadních vod, kaly"
2005,"0","Kč","kapitálové","Ochrana vody","Prevence znečišťování vody"
2005,"0","Kč","kapitálové","Ochrana vody","Odvádění a čištění odpadních vod  j.n."
2005,"0","Kč","kapitálové","Ochrana vody","Úprava drobných vodních toků"
2005,"0","Kč","kapitálové","Ochrana ovzduší","Programy zateplování a úspor energie"
2005,"0","Kč","kapitálové","Ochrana ovzduší","Odstraňování tuhých emisí"
2005,"2679190","Kč","kapitálové","Ochrana ovzduší","Odstraňování plynných emisí"
2005,"210108610","Kč","kapitálové","Ochrana ovzduší","Změny technologií vytápění"
2005,"307701200","Kč","kapitálové","Ochrana ovzduší","Opatření ke snižování produkce skleníkových plynů"
2005,"359550","Kč","kapitálové","Ochrana ovzduší","Změny výrobních technologií za účelem odstranění emisí"
2005,"395000","Kč","kapitálové","Ochrana ovzduší","Monitoring ochrany ovzduší"
2005,"145000","Kč","kapitálové","Ochrana ovzduší","Ostatní činnosti k ochraně ovzduší j.n."
2005,"0","Kč","kapitálové","Nakládání s odpady","Sběr a zpracování druhotných surovin"
2005,"0","Kč","kapitálové","Nakládání s odpady","Sběr a svoz nebezpečných odpadů"
2005,"0","Kč","kapitálové","Nakládání s odpady","Sběr a svoz komunálních odpadů"
2005,"0","Kč","kapitálové","Nakládání s odpady","Sběr a svoz ostatních odpadů"
2005,"24658630","Kč","kapitálové","Nakládání s odpady","Využívání a zneškodnování nebezpečných odpadů"
2005,"181912700","Kč","kapitálové","Nakládání s odpady","Využívání a zneškodňování komunálních odpadů"
2005,"11112740","Kč","kapitálové","Nakládání s odpady","Využívání a zneškodnování ostatních odpadů"
2005,"1796550","Kč","kapitálové","Nakládání s odpady","Prevence vzniku odpadů"
2005,"0","Kč","kapitálové","Nakládání s odpady","Monitoring nakládání s odpady"
2005,"19927620","Kč","kapitálové","Nakládání s odpady","Ostatní nakládání s odpady j.n."
2005,"1666630","Kč","kapitálové","Ochrana půdy a podzemní vody","Protierozní ochrana"
2005,"0","Kč","kapitálové","Ochrana půdy a podzemní vody","Ochrana půdy a podzemní vody proti znečišťujícím infiltracím"
2005,"0","Kč","kapitálové","Ochrana půdy a podzemní vody","Dekontaminace půd a čištění podzemní vody"
2005,"0","Kč","kapitálové","Ochrana půdy a podzemní vody","Monitoring půdy a podzemní vody"
2005,"0","Kč","kapitálové","Ochrana půdy a podzemní vody","Ostatní ochrana půdy a podzemní vody j.n."
2005,"7765590","Kč","kapitálové","Ochrana biodiverzity a krajiny","Celospolečenské funkce lesů"
2005,"0","Kč","kapitálové","Ochrana biodiverzity a krajiny","Revitalizace říčních systémů"
2005,"0","Kč","kapitálové","Ochrana biodiverzity a krajiny","Ochrana druhů a stanovišť"
2005,"7218300","Kč","kapitálové","Ochrana biodiverzity a krajiny","Chráněné části přírody"
2005,"3246110","Kč","kapitálové","Ochrana biodiverzity a krajiny","Rekultivace půdy v důsledku těžební a důlní činnosti"
2005,"0","Kč","kapitálové","Ochrana biodiverzity a krajiny","Protierozní, protilavinová a protipožární ochrana"
2005,"4215890","Kč","kapitálové","Ochrana biodiverzity a krajiny","Péče o vzhled obcí a veřejnou zeleň"
2005,"110208730","Kč","kapitálové","Ochrana biodiverzity a krajiny","Ostatní činnosti k ochraně přírody a krajiny j.n."
2005,"0","Kč","kapitálové","Redukce působení fyzikálních faktorů","Konstrukce a uplatnění protihlukových zařízení"
2005,"0","Kč","kapitálové","Redukce působení fyzikálních faktorů","Protiradonová opatření"
2005,,"Kč","kapitálové","Redukce působení fyzikálních faktorů","Přeprava a nakládání s vysoce radioaktivním odpadem"
2005,"0","Kč","kapitálové","Redukce působení fyzikálních faktorů","Monitoring k zajišťování úrovně fyzikálních faktorů"
2005,"311000","Kč","kapitálové","Redukce působení fyzikálních faktorů","Ostatní činnosti k redukci fyzikálních vlivů"
2005,"0","Kč","kapitálové","Správa v ochraně životního prostředí","Ústřední státní správa v ochraně životního prostředí"
2005,"0","Kč","kapitálové","Správa v ochraně životního prostředí","Ostatní orgány státní správy v ochraně životního prostředí"
2005,"30041140","Kč","kapitálové","Správa v ochraně životního prostředí","Ostatní správa v ekologii"
2005,"0","Kč","kapitálové","Výzkum životního prostředí","Výzkum životního prostředí"
2005,"15900","Kč","kapitálové","Ostatní činnosti v ekologii","Mezinárodní spolupráce v životním prostředí"
2005,"130578230","Kč","kapitálové","Ostatní činnosti v ekologii","Ekologická výchova a osvěta"
2005,"1194900","Kč","kapitálové","Ostatní činnosti v ekologii","Ekologické programy v dopravě"
2005,"2941780","Kč","kapitálové","Ostatní činnosti v ekologii","Ekologické záležitosti a programy j.n."
2006,"2582250","Kč","běžné","Ochrana vody","Odvádění a čištění odpadních vod, kaly"
2006,"0","Kč","běžné","Ochrana vody","Prevence znečišťování vody"
2006,"0","Kč","běžné","Ochrana vody","Odvádění a čištění odpadních vod  j.n."
2006,"0","Kč","běžné","Ochrana vody","Úprava drobných vodních toků"
2006,"0","Kč","běžné","Ochrana ovzduší","Programy zateplování a úspor energie"
2006,"0","Kč","běžné","Ochrana ovzduší","Odstraňování tuhých emisí"
2006,"0","Kč","běžné","Ochrana ovzduší","Odstraňování plynných emisí"
2006,"886640","Kč","běžné","Ochrana ovzduší","Změny technologií vytápění"
2006,"25528460","Kč","běžné","Ochrana ovzduší","Opatření ke snižování produkce skleníkových plynů"
2006,"0","Kč","běžné","Ochrana ovzduší","Změny výrobních technologií za účelem odstranění emisí"
2006,"0","Kč","běžné","Ochrana ovzduší","Monitoring ochrany ovzduší"
2006,"1738340","Kč","běžné","Ochrana ovzduší","Ostatní činnosti k ochraně ovzduší j.n."
2006,"0","Kč","běžné","Nakládání s odpady","Sběr a zpracování druhotných surovin"
2006,"0","Kč","běžné","Nakládání s odpady","Sběr a svoz nebezpečných odpadů"
2006,"0","Kč","běžné","Nakládání s odpady","Sběr a svoz komunálních odpadů"
2006,"0","Kč","běžné","Nakládání s odpady","Sběr a svoz ostatních odpadů"
2006,"0","Kč","běžné","Nakládání s odpady","Využívání a zneškodnování nebezpečných odpadů"
2006,"656870","Kč","běžné","Nakládání s odpady","Využívání a zneškodňování komunálních odpadů"
2006,"0","Kč","běžné","Nakládání s odpady","Využívání a zneškodnování ostatních odpadů"
2006,"606920","Kč","běžné","Nakládání s odpady","Prevence vzniku odpadů"
2006,"62520","Kč","běžné","Nakládání s odpady","Monitoring nakládání s odpady"
2006,"677600","Kč","běžné","Nakládání s odpady","Ostatní nakládání s odpady j.n."
2006,"0","Kč","běžné","Ochrana půdy a podzemní vody","Protierozní ochrana"
2006,"0","Kč","běžné","Ochrana půdy a podzemní vody","Ochrana půdy a podzemní vody proti znečišťujícím infiltracím"
2006,"0","Kč","běžné","Ochrana půdy a podzemní vody","Dekontaminace půd a čištění podzemní vody"
2006,"0","Kč","běžné","Ochrana půdy a podzemní vody","Monitoring půdy a podzemní vody"
2006,"0","Kč","běžné","Ochrana půdy a podzemní vody","Ostatní ochrana půdy a podzemní vody j.n."
2006,"548190","Kč","běžné","Ochrana biodiverzity a krajiny","Celospolečenské funkce lesů"
2006,"0","Kč","běžné","Ochrana biodiverzity a krajiny","Revitalizace říčních systémů"
2006,"0","Kč","běžné","Ochrana biodiverzity a krajiny","Ochrana druhů a stanovišť"
2006,"44521970","Kč","běžné","Ochrana biodiverzity a krajiny","Chráněné části přírody"
2006,"0","Kč","běžné","Ochrana biodiverzity a krajiny","Rekultivace půdy v důsledku těžební a důlní činnosti"
2006,"0","Kč","běžné","Ochrana biodiverzity a krajiny","Protierozní, protilavinová a protipožární ochrana"
2006,"226150","Kč","běžné","Ochrana biodiverzity a krajiny","Péče o vzhled obcí a veřejnou zeleň"
2006,"90077520","Kč","běžné","Ochrana biodiverzity a krajiny","Ostatní činnosti k ochraně přírody a krajiny j.n."
2006,"0","Kč","běžné","Redukce působení fyzikálních faktorů","Konstrukce a uplatnění protihlukových zařízení"
2006,"0","Kč","běžné","Redukce působení fyzikálních faktorů","Protiradonová opatření"
2006,,"Kč","běžné","Redukce působení fyzikálních faktorů","Přeprava a nakládání s vysoce radioaktivním odpadem"
2006,"0","Kč","běžné","Redukce působení fyzikálních faktorů","Monitoring k zajišťování úrovně fyzikálních faktorů"
2006,"0","Kč","běžné","Redukce působení fyzikálních faktorů","Ostatní činnosti k redukci fyzikálních vlivů"
2006,"359780","Kč","běžné","Správa v ochraně životního prostředí","Ústřední státní správa v ochraně životního prostředí"
2006,"0","Kč","běžné","Správa v ochraně životního prostředí","Ostatní orgány státní správy v ochraně životního prostředí"
2006,"132457610","Kč","běžné","Správa v ochraně životního prostředí","Ostatní správa v ekologii"
2006,"0","Kč","běžné","Výzkum životního prostředí","Výzkum životního prostředí"
2006,"0","Kč","běžné","Ostatní činnosti v ekologii","Mezinárodní spolupráce v životním prostředí"
2006,"12063830","Kč","běžné","Ostatní činnosti v ekologii","Ekologická výchova a osvěta"
2006,"0","Kč","běžné","Ostatní činnosti v ekologii","Ekologické programy v dopravě"
2006,"2912680","Kč","běžné","Ostatní činnosti v ekologii","Ekologické záležitosti a programy j.n."
2006,"1404102870","Kč","kapitálové","Ochrana vody","Odvádění a čištění odpadních vod, kaly"
2006,"0","Kč","kapitálové","Ochrana vody","Prevence znečišťování vody"
2006,"0","Kč","kapitálové","Ochrana vody","Odvádění a čištění odpadních vod  j.n."
